,question_id,poll_id,state,pollster,grade,sample_size,population,start_date,end_date,Biden,Trump
661,135547,72259,Nevada,SurveyMonkey,D-,3333,rv,10/1/2020,10/28/2020,51,47
662,135599,72259,Nevada,SurveyMonkey,D-,3333,lv,10/1/2020,10/28/2020,50,49
663,135548,72260,New Mexico,SurveyMonkey,D-,2719,rv,10/1/2020,10/28/2020,52,46
664,135600,72260,New Mexico,SurveyMonkey,D-,2719,lv,10/1/2020,10/28/2020,52,46
665,135549,72261,New Jersey,SurveyMonkey,D-,6472,rv,10/1/2020,10/28/2020,60,36
666,135601,72261,New Jersey,SurveyMonkey,D-,6472,lv,10/1/2020,10/28/2020,60,37
667,135550,72262,New Hampshire,SurveyMonkey,D-,1791,rv,10/1/2020,10/28/2020,55,43
668,135602,72262,New Hampshire,SurveyMonkey,D-,1791,lv,10/1/2020,10/28/2020,55,44
669,135551,72263,Nebraska,SurveyMonkey,D-,2423,rv,10/1/2020,10/28/2020,46,51
670,135603,72263,Nebraska,SurveyMonkey,D-,2423,lv,10/1/2020,10/28/2020,46,53
671,135552,72264,North Dakota,SurveyMonkey,D-,700,rv,10/1/2020,10/28/2020,42,56
672,135604,72264,North Dakota,SurveyMonkey,D-,700,lv,10/1/2020,10/28/2020,42,57
673,135553,72265,North Carolina,SurveyMonkey,D-,8720,rv,10/1/2020,10/28/2020,53,45
674,135605,72265,North Carolina,SurveyMonkey,D-,8720,lv,10/1/2020,10/28/2020,52,47
675,135554,72266,Montana,SurveyMonkey,D-,1471,rv,10/1/2020,10/28/2020,48,49
676,135606,72266,Montana,SurveyMonkey,D-,1471,lv,10/1/2020,10/28/2020,48,50
677,135555,72267,Mississippi,SurveyMonkey,D-,2116,rv,10/1/2020,10/28/2020,43,56
678,135607,72267,Mississippi,SurveyMonkey,D-,2116,lv,10/1/2020,10/28/2020,37,62
679,135556,72268,Missouri,SurveyMonkey,D-,4759,rv,10/1/2020,10/28/2020,46,52
680,135608,72268,Missouri,SurveyMonkey,D-,4759,lv,10/1/2020,10/28/2020,45,53
681,135557,72269,Minnesota,SurveyMonkey,D-,5498,rv,10/1/2020,10/28/2020,54,43
682,135609,72269,Minnesota,SurveyMonkey,D-,5498,lv,10/1/2020,10/28/2020,55,42
683,135558,72270,Michigan,SurveyMonkey,D-,7541,rv,10/1/2020,10/28/2020,53,44
684,135610,72270,Michigan,SurveyMonkey,D-,7541,lv,10/1/2020,10/28/2020,53,45
685,135559,72271,Maine,SurveyMonkey,D-,1995,rv,10/1/2020,10/28/2020,56,42
686,135611,72271,Maine,SurveyMonkey,D-,1995,lv,10/1/2020,10/28/2020,56,43
687,135560,72272,Maryland,SurveyMonkey,D-,5820,rv,10/1/2020,10/28/2020,67,30
688,135612,72272,Maryland,SurveyMonkey,D-,5820,lv,10/1/2020,10/28/2020,66,32
689,135561,72273,Massachusetts,SurveyMonkey,D-,5848,rv,10/1/2020,10/28/2020,69,28
690,135613,72273,Massachusetts,SurveyMonkey,D-,5848,lv,10/1/2020,10/28/2020,70,28
691,135562,72274,Louisiana,SurveyMonkey,D-,2633,rv,10/1/2020,10/28/2020,41,55
692,135614,72274,Louisiana,SurveyMonkey,D-,2633,lv,10/1/2020,10/28/2020,38,60
693,135563,72275,Kentucky,SurveyMonkey,D-,3621,rv,10/1/2020,10/28/2020,43,55
694,135615,72275,Kentucky,SurveyMonkey,D-,3621,lv,10/1/2020,10/28/2020,42,56
695,135564,72276,Kansas,SurveyMonkey,D-,3442,rv,10/1/2020,10/28/2020,47,51
696,135616,72276,Kansas,SurveyMonkey,D-,3442,lv,10/1/2020,10/28/2020,47,51
697,135565,72277,Indiana,SurveyMonkey,D-,4734,rv,10/1/2020,10/28/2020,44,54
698,135617,72277,Indiana,SurveyMonkey,D-,4734,lv,10/1/2020,10/28/2020,43,55
699,135566,72278,Illinois,SurveyMonkey,D-,8056,rv,10/1/2020,10/28/2020,58,39
700,135618,72278,Illinois,SurveyMonkey,D-,8056,lv,10/1/2020,10/28/2020,57,41
701,135567,72279,Idaho,SurveyMonkey,D-,1799,rv,10/1/2020,10/28/2020,40,57
702,135619,72279,Idaho,SurveyMonkey,D-,1799,lv,10/1/2020,10/28/2020,40,58
703,135568,72280,Iowa,SurveyMonkey,D-,3005,rv,10/1/2020,10/28/2020,50,48
704,135620,72280,Iowa,SurveyMonkey,D-,3005,lv,10/1/2020,10/28/2020,49,50
705,135569,72281,Hawaii,SurveyMonkey,D-,1263,rv,10/1/2020,10/28/2020,62,35
706,135621,72281,Hawaii,SurveyMonkey,D-,1263,lv,10/1/2020,10/28/2020,63,34
707,135570,72282,Georgia,SurveyMonkey,D-,7019,rv,10/1/2020,10/28/2020,52,45
708,135622,72282,Georgia,SurveyMonkey,D-,7019,lv,10/1/2020,10/28/2020,50,48
709,135571,72283,Florida,SurveyMonkey,D-,14571,rv,10/1/2020,10/28/2020,49,48
710,135623,72283,Florida,SurveyMonkey,D-,14571,lv,10/1/2020,10/28/2020,48,50
711,135572,72284,Delaware,SurveyMonkey,D-,1323,rv,10/1/2020,10/28/2020,63,35
712,135624,72284,Delaware,SurveyMonkey,D-,1323,lv,10/1/2020,10/28/2020,62,37
713,135573,72285,District of Columbia,SurveyMonkey,D-,969,rv,10/1/2020,10/28/2020,88,10
714,135625,72285,District of Columbia,SurveyMonkey,D-,969,lv,10/1/2020,10/28/2020,89,9
715,135574,72286,Connecticut,SurveyMonkey,D-,3782,rv,10/1/2020,10/28/2020,63,34
716,135626,72286,Connecticut,SurveyMonkey,D-,3782,lv,10/1/2020,10/28/2020,63,35
717,135575,72287,Colorado,SurveyMonkey,D-,5925,rv,10/1/2020,10/28/2020,60,38
718,135627,72287,Colorado,SurveyMonkey,D-,5925,lv,10/1/2020,10/28/2020,59,40
719,135577,72289,Arizona,SurveyMonkey,D-,5687,rv,10/1/2020,10/28/2020,53,45
720,135629,72289,Arizona,SurveyMonkey,D-,5687,lv,10/1/2020,10/28/2020,52,46
721,135578,72290,Arkansas,SurveyMonkey,D-,2239,rv,10/1/2020,10/28/2020,40,58
722,135630,72290,Arkansas,SurveyMonkey,D-,2239,lv,10/1/2020,10/28/2020,38,60
723,135579,72291,Alabama,SurveyMonkey,D-,3363,rv,10/1/2020,10/28/2020,41,57
724,135631,72291,Alabama,SurveyMonkey,D-,3363,lv,10/1/2020,10/28/2020,37,61
725,135580,72292,Alaska,SurveyMonkey,D-,1147,rv,10/1/2020,10/28/2020,44,53
726,135632,72292,Alaska,SurveyMonkey,D-,1147,lv,10/1/2020,10/28/2020,44,54
727,135576,72288,California,SurveyMonkey,D-,22450,rv,9/30/2020,10/28/2020,61,36
728,135628,72288,California,SurveyMonkey,D-,22450,lv,9/30/2020,10/28/2020,61,37
729,135090,72057,North Carolina,Public Policy Polling,B,937,v,10/26/2020,10/27/2020,51,47
730,135098,72062,Montana,Public Policy Polling,B,886,v,10/26/2020,10/27/2020,47,49
731,135302,72153,North Carolina,Gravis Marketing,C,614,lv,10/26/2020,10/27/2020,49,46
732,135361,72169,Pennsylvania,RMG Research,B/C,800,lv,10/25/2020,10/27/2020,51,45
733,135363,72170,Michigan,Mitchell Research & Communications,C-,759,lv,10/25/2020,10/27/2020,52.4,42
734,135376,72175,Florida,Marist College,A+,743,lv,10/25/2020,10/27/2020,51,47
735,135377,72175,Florida,Marist College,A+,1001,rv,10/25/2020,10/27/2020,51,46
736,135837,72397,North Carolina,Meeting Street Research,B/C,600,lv,10/24/2020,10/27/2020,48,45
737,135280,72146,Georgia,Monmouth University,A+,504,rv,10/23/2020,10/27/2020,50,45
738,135281,72146,Georgia,Monmouth University,A+,504,lv,10/23/2020,10/27/2020,50,46
739,135282,72146,Georgia,Monmouth University,A+,504,lv,10/23/2020,10/27/2020,50,48
740,135365,72171,Minnesota,SurveyUSA,A,649,lv,10/23/2020,10/27/2020,47,42
741,135387,72179,Maine,SurveyUSA,A,1007,lv,10/23/2020,10/27/2020,53,40
742,135476,72215,North Carolina,Siena College/The New York Times Upshot,A+,1034,lv,10/23/2020,10/27/2020,48,45
743,135484,72219,Florida,Quinnipiac University,B+,1324,lv,10/23/2020,10/27/2020,45,42
744,135485,72220,Iowa,Quinnipiac University,B+,1225,lv,10/23/2020,10/27/2020,46,47
745,135486,72221,Ohio,Quinnipiac University,B+,1186,lv,10/23/2020,10/27/2020,48,43
746,135487,72222,Pennsylvania,Quinnipiac University,B+,1324,lv,10/23/2020,10/27/2020,51,44
747,135117,72071,South Carolina,Data for Progress,B-,1196,lv,10/22/2020,10/27/2020,44,50
748,135092,72059,North Carolina,Ipsos,B-,647,lv,10/21/2020,10/27/2020,49,48
749,135101,72059,North Carolina,Ipsos,B-,647,lv,10/21/2020,10/27/2020,49,48
750,135353,72166,Arizona,Ipsos,B-,714,lv,10/21/2020,10/27/2020,48,46
751,135357,72166,Arizona,Ipsos,B-,714,lv,10/21/2020,10/27/2020,47,47
752,135354,72167,Florida,Ipsos,B-,704,lv,10/21/2020,10/27/2020,49,47
753,135358,72167,Florida,Ipsos,B-,704,lv,10/21/2020,10/27/2020,48,47
754,135129,72078,Virginia,Christopher Newport University,B/C,908,lv,10/15/2020,10/27/2020,53,41
755,135163,72088,Wyoming,SurveyMonkey,D-,713,rv,9/30/2020,10/27/2020,32,66
756,135215,72088,Wyoming,SurveyMonkey,D-,713,lv,9/30/2020,10/27/2020,32,66
757,135164,72089,West Virginia,SurveyMonkey,D-,1315,rv,9/30/2020,10/27/2020,33,66
758,135216,72089,West Virginia,SurveyMonkey,D-,1315,lv,9/30/2020,10/27/2020,33,66
759,135165,72090,Wisconsin,SurveyMonkey,D-,4531,rv,9/30/2020,10/27/2020,55,42
760,135217,72090,Wisconsin,SurveyMonkey,D-,4531,lv,9/30/2020,10/27/2020,55,43
761,135166,72091,Washington,SurveyMonkey,D-,7406,rv,9/30/2020,10/27/2020,61,37
762,135218,72091,Washington,SurveyMonkey,D-,7406,lv,9/30/2020,10/27/2020,61,37
763,135167,72092,Vermont,SurveyMonkey,D-,1087,rv,9/30/2020,10/27/2020,67,30
764,135219,72092,Vermont,SurveyMonkey,D-,1087,lv,9/30/2020,10/27/2020,68,30
765,135168,72093,Virginia,SurveyMonkey,D-,7382,rv,9/30/2020,10/27/2020,56,41
766,135220,72093,Virginia,SurveyMonkey,D-,7382,lv,9/30/2020,10/27/2020,55,42
767,135169,72094,Utah,SurveyMonkey,D-,2689,rv,9/30/2020,10/27/2020,43,54
768,135221,72094,Utah,SurveyMonkey,D-,2689,lv,9/30/2020,10/27/2020,43,54
769,135171,72096,Tennessee,SurveyMonkey,D-,4858,rv,9/30/2020,10/27/2020,44,54
770,135223,72096,Tennessee,SurveyMonkey,D-,4858,lv,9/30/2020,10/27/2020,42,56
771,135172,72097,South Dakota,SurveyMonkey,D-,1066,rv,9/30/2020,10/27/2020,42,55
772,135224,72097,South Dakota,SurveyMonkey,D-,1066,lv,9/30/2020,10/27/2020,42,56
773,135173,72098,South Carolina,SurveyMonkey,D-,4582,rv,9/30/2020,10/27/2020,45,51
774,135225,72098,South Carolina,SurveyMonkey,D-,4582,lv,9/30/2020,10/27/2020,44,54
775,135174,72099,Rhode Island,SurveyMonkey,D-,863,rv,9/30/2020,10/27/2020,67,30
776,135226,72099,Rhode Island,SurveyMonkey,D-,863,lv,9/30/2020,10/27/2020,67,31
777,135175,72100,Pennsylvania,SurveyMonkey,D-,10250,rv,9/30/2020,10/27/2020,53,45
778,135227,72100,Pennsylvania,SurveyMonkey,D-,10250,lv,9/30/2020,10/27/2020,52,46
779,135177,72102,Oklahoma,SurveyMonkey,D-,3082,rv,9/30/2020,10/27/2020,41,57
780,135229,72102,Oklahoma,SurveyMonkey,D-,3082,lv,9/30/2020,10/27/2020,40,59
781,135178,72103,Ohio,SurveyMonkey,D-,7825,rv,9/30/2020,10/27/2020,48,50
782,135230,72103,Ohio,SurveyMonkey,D-,7825,lv,9/30/2020,10/27/2020,47,51
783,135179,72104,New York,SurveyMonkey,D-,9937,rv,9/30/2020,10/27/2020,63,33
784,135231,72104,New York,SurveyMonkey,D-,9937,lv,9/30/2020,10/27/2020,64,34
785,135180,72105,Nevada,SurveyMonkey,D-,3226,rv,9/30/2020,10/27/2020,51,47
786,135232,72105,Nevada,SurveyMonkey,D-,3226,lv,9/30/2020,10/27/2020,50,49
787,135181,72106,New Mexico,SurveyMonkey,D-,2659,rv,9/30/2020,10/27/2020,53,45
788,135233,72106,New Mexico,SurveyMonkey,D-,2659,lv,9/30/2020,10/27/2020,53,45
789,135182,72107,New Jersey,SurveyMonkey,D-,6261,rv,9/30/2020,10/27/2020,59,36
790,135234,72107,New Jersey,SurveyMonkey,D-,6261,lv,9/30/2020,10/27/2020,60,37
791,135183,72108,New Hampshire,SurveyMonkey,D-,1708,rv,9/30/2020,10/27/2020,56,42
792,135235,72108,New Hampshire,SurveyMonkey,D-,1708,lv,9/30/2020,10/27/2020,56,43
793,135184,72109,Nebraska,SurveyMonkey,D-,2285,rv,9/30/2020,10/27/2020,46,51
794,135236,72109,Nebraska,SurveyMonkey,D-,2285,lv,9/30/2020,10/27/2020,46,52
795,135185,72110,North Dakota,SurveyMonkey,D-,654,rv,9/30/2020,10/27/2020,41,58
796,135237,72110,North Dakota,SurveyMonkey,D-,654,lv,9/30/2020,10/27/2020,41,58
797,135186,72111,North Carolina,SurveyMonkey,D-,8354,rv,9/30/2020,10/27/2020,52,45
798,135238,72111,North Carolina,SurveyMonkey,D-,8354,lv,9/30/2020,10/27/2020,51,47
799,135187,72112,Montana,SurveyMonkey,D-,1401,rv,9/30/2020,10/27/2020,47,50
800,135239,72112,Montana,SurveyMonkey,D-,1401,lv,9/30/2020,10/27/2020,47,51
801,135188,72113,Mississippi,SurveyMonkey,D-,1900,rv,9/30/2020,10/27/2020,42,56
802,135240,72113,Mississippi,SurveyMonkey,D-,1900,lv,9/30/2020,10/27/2020,37,62
803,135189,72114,Missouri,SurveyMonkey,D-,4573,rv,9/30/2020,10/27/2020,46,52
804,135241,72114,Missouri,SurveyMonkey,D-,4573,lv,9/30/2020,10/27/2020,45,53
805,135190,72115,Minnesota,SurveyMonkey,D-,5252,rv,9/30/2020,10/27/2020,54,43
806,135242,72115,Minnesota,SurveyMonkey,D-,5252,lv,9/30/2020,10/27/2020,55,43
807,135191,72116,Michigan,SurveyMonkey,D-,7272,rv,9/30/2020,10/27/2020,53,43
808,135243,72116,Michigan,SurveyMonkey,D-,7272,lv,9/30/2020,10/27/2020,53,44
809,135192,72117,Maine,SurveyMonkey,D-,1916,rv,9/30/2020,10/27/2020,56,42
810,135244,72117,Maine,SurveyMonkey,D-,1916,lv,9/30/2020,10/27/2020,56,43
811,135193,72118,Maryland,SurveyMonkey,D-,5665,rv,9/30/2020,10/27/2020,67,30
812,135245,72118,Maryland,SurveyMonkey,D-,5665,lv,9/30/2020,10/27/2020,67,31
813,135194,72119,Massachusetts,SurveyMonkey,D-,5647,rv,9/30/2020,10/27/2020,69,29
814,135246,72119,Massachusetts,SurveyMonkey,D-,5647,lv,9/30/2020,10/27/2020,70,28
815,135195,72120,Louisiana,SurveyMonkey,D-,2569,rv,9/30/2020,10/27/2020,42,55
816,135247,72120,Louisiana,SurveyMonkey,D-,2569,lv,9/30/2020,10/27/2020,38,59
817,135196,72121,Kentucky,SurveyMonkey,D-,3478,rv,9/30/2020,10/27/2020,42,56
818,135248,72121,Kentucky,SurveyMonkey,D-,3478,lv,9/30/2020,10/27/2020,42,56
819,135197,72122,Kansas,SurveyMonkey,D-,3359,rv,9/30/2020,10/27/2020,47,50
820,135249,72122,Kansas,SurveyMonkey,D-,3359,lv,9/30/2020,10/27/2020,47,51
821,135198,72123,Indiana,SurveyMonkey,D-,4585,rv,9/30/2020,10/27/2020,44,54
822,135250,72123,Indiana,SurveyMonkey,D-,4585,lv,9/30/2020,10/27/2020,43,55
823,135199,72124,Illinois,SurveyMonkey,D-,7810,rv,9/30/2020,10/27/2020,58,39
824,135251,72124,Illinois,SurveyMonkey,D-,7810,lv,9/30/2020,10/27/2020,57,41
825,135200,72125,Idaho,SurveyMonkey,D-,1758,rv,9/30/2020,10/27/2020,40,57
826,135252,72125,Idaho,SurveyMonkey,D-,1758,lv,9/30/2020,10/27/2020,40,58
827,135201,72126,Iowa,SurveyMonkey,D-,2918,rv,9/30/2020,10/27/2020,50,48
828,135253,72126,Iowa,SurveyMonkey,D-,2918,lv,9/30/2020,10/27/2020,49,49
829,135202,72127,Hawaii,SurveyMonkey,D-,1231,rv,9/30/2020,10/27/2020,63,34
830,135254,72127,Hawaii,SurveyMonkey,D-,1231,lv,9/30/2020,10/27/2020,64,34
831,135203,72128,Georgia,SurveyMonkey,D-,6720,rv,9/30/2020,10/27/2020,52,46
832,135255,72128,Georgia,SurveyMonkey,D-,6720,lv,9/30/2020,10/27/2020,50,48
833,135204,72129,Florida,SurveyMonkey,D-,14202,rv,9/30/2020,10/27/2020,49,48
834,135256,72129,Florida,SurveyMonkey,D-,14202,lv,9/30/2020,10/27/2020,48,50
835,135205,72130,Delaware,SurveyMonkey,D-,1288,rv,9/30/2020,10/27/2020,61,37
836,135257,72130,Delaware,SurveyMonkey,D-,1288,lv,9/30/2020,10/27/2020,61,37
837,135206,72131,District of Columbia,SurveyMonkey,D-,940,rv,9/30/2020,10/27/2020,87,10
838,135258,72131,District of Columbia,SurveyMonkey,D-,940,lv,9/30/2020,10/27/2020,89,9
839,135207,72132,Connecticut,SurveyMonkey,D-,3632,rv,9/30/2020,10/27/2020,63,34
840,135259,72132,Connecticut,SurveyMonkey,D-,3632,lv,9/30/2020,10/27/2020,63,35
841,135208,72133,Colorado,SurveyMonkey,D-,5785,rv,9/30/2020,10/27/2020,61,38
842,135260,72133,Colorado,SurveyMonkey,D-,5785,lv,9/30/2020,10/27/2020,59,39
843,135209,72134,California,SurveyMonkey,D-,22170,rv,9/30/2020,10/27/2020,61,36
844,135261,72134,California,SurveyMonkey,D-,22170,lv,9/30/2020,10/27/2020,61,37
845,135210,72135,Arizona,SurveyMonkey,D-,5609,rv,9/30/2020,10/27/2020,54,44
846,135262,72135,Arizona,SurveyMonkey,D-,5609,lv,9/30/2020,10/27/2020,52,46
847,135211,72136,Arkansas,SurveyMonkey,D-,2154,rv,9/30/2020,10/27/2020,40,58
848,135263,72136,Arkansas,SurveyMonkey,D-,2154,lv,9/30/2020,10/27/2020,39,60
849,135212,72137,Alabama,SurveyMonkey,D-,3255,rv,9/30/2020,10/27/2020,41,57
850,135264,72137,Alabama,SurveyMonkey,D-,3255,lv,9/30/2020,10/27/2020,37,61
851,135213,72138,Alaska,SurveyMonkey,D-,1131,rv,9/30/2020,10/27/2020,44,53
852,135265,72138,Alaska,SurveyMonkey,D-,1131,lv,9/30/2020,10/27/2020,44,54
853,135170,72095,Texas,SurveyMonkey,D-,14742,rv,9/29/2020,10/27/2020,49,48
854,135222,72095,Texas,SurveyMonkey,D-,14742,lv,9/29/2020,10/27/2020,47,51
855,135176,72101,Oregon,SurveyMonkey,D-,5193,rv,9/29/2020,10/27/2020,60,38
856,135228,72101,Oregon,SurveyMonkey,D-,5193,lv,9/29/2020,10/27/2020,61,38
857,136089,72519,Florida,YouGov,B,3755,lv,9/29/2020,10/27/2020,49,47
858,136090,72520,Georgia,YouGov,B,1456,lv,9/29/2020,10/27/2020,48,47
859,136091,72521,North Carolina,YouGov,B,1627,lv,9/29/2020,10/27/2020,49,45
860,136092,72522,Pennsylvania,YouGov,B,2703,lv,9/29/2020,10/27/2020,52,44
861,136093,72523,Texas,YouGov,B,2947,lv,9/29/2020,10/27/2020,47,49
862,135036,72032,South Carolina,Starboard Communications,B/C,800,lv,10/26/2020,10/26/2020,43.9,51.2
863,135084,72054,North Carolina,RMG Research,B/C,800,lv,10/24/2020,10/26/2020,48,47
864,135087,72056,Minnesota,Gravis Marketing,C,657,lv,10/24/2020,10/26/2020,53,39
865,135049,72039,Pennsylvania,Civiqs,B/C,1145,lv,10/23/2020,10/26/2020,52,45
866,135050,72040,Georgia,Civiqs,B/C,1041,lv,10/23/2020,10/26/2020,51,46
867,135051,72041,Mississippi,Civiqs,B/C,507,lv,10/23/2020,10/26/2020,41,55
868,135076,72049,Nevada,Siena College/The New York Times Upshot,A+,809,lv,10/23/2020,10/26/2020,49,43
869,135097,72061,North Carolina,SurveyUSA,A,627,lv,10/23/2020,10/26/2020,48,48
870,135298,72152,Michigan,Siena College/The New York Times Upshot,A+,856,lv,10/23/2020,10/26/2020,49,41
871,135514,72233,New Hampshire,Saint Anselm College,,1018,lv,10/23/2020,10/26/2020,52,44
872,135635,72295,Alabama,Swayable,D-,266,lv,10/23/2020,10/26/2020,37.2,55.8
873,135636,72296,Arizona,Swayable,D-,304,lv,10/23/2020,10/26/2020,52.4,43.8
874,135637,72297,California,Swayable,D-,635,lv,10/23/2020,10/26/2020,62,35.3
875,135638,72298,Florida,Swayable,D-,605,lv,10/23/2020,10/26/2020,46.4,50.6
876,135639,72299,Georgia,Swayable,D-,373,lv,10/23/2020,10/26/2020,50.5,48.1
877,135640,72300,Illinois,Swayable,D-,424,lv,10/23/2020,10/26/2020,54.2,43.1
878,135641,72301,Indiana,Swayable,D-,301,lv,10/23/2020,10/26/2020,42.3,52.9
879,135642,72302,Michigan,Swayable,D-,394,lv,10/23/2020,10/26/2020,58.6,39.6
880,135643,72303,North Carolina,Swayable,D-,396,lv,10/23/2020,10/26/2020,50.2,47.5
881,135644,72304,New Jersey,Swayable,D-,386,lv,10/23/2020,10/26/2020,61.8,37.7
882,135645,72305,New York,Swayable,D-,495,lv,10/23/2020,10/26/2020,65.4,32.8
883,135646,72306,Ohio,Swayable,D-,440,lv,10/23/2020,10/26/2020,43.6,55.3
884,135647,72307,Pennsylvania,Swayable,D-,491,lv,10/23/2020,10/26/2020,51.9,46.1
885,135648,72308,Texas,Swayable,D-,552,lv,10/23/2020,10/26/2020,47.5,48.6
886,135649,72309,Virginia,Swayable,D-,351,lv,10/23/2020,10/26/2020,55.2,44.3
887,135650,72310,Wisconsin,Swayable,D-,313,lv,10/23/2020,10/26/2020,53.7,44.9
888,134924,71975,Wisconsin,Ipsos,B-,664,lv,10/20/2020,10/26/2020,53,44
889,134927,71975,Wisconsin,Ipsos,B-,664,lv,10/20/2020,10/26/2020,53,44
890,134925,71976,Pennsylvania,Ipsos,B-,655,lv,10/20/2020,10/26/2020,50,45
891,134926,71976,Pennsylvania,Ipsos,B-,655,lv,10/20/2020,10/26/2020,51,44
892,135091,72058,Michigan,Ipsos,B-,652,lv,10/20/2020,10/26/2020,52,43
893,135100,72058,Michigan,Ipsos,B-,652,lv,10/20/2020,10/26/2020,53,43
894,135446,72206,Texas,University of Massachusetts Lowell,A/B,873,lv,10/20/2020,10/26/2020,47,48
895,135447,72207,North Carolina,University of Massachusetts Lowell,A/B,911,lv,10/20/2020,10/26/2020,48,48
896,135448,72208,New Hampshire,University of Massachusetts Lowell,A/B,757,lv,10/16/2020,10/26/2020,53,43
897,135696,72330,Florida,YouGov,B,1200,lv,10/16/2020,10/26/2020,48,46
898,134912,71969,Pennsylvania,Opinion Savvy/InsiderAdvantage,B-,400,lv,10/25/2020,10/25/2020,45.5,48.4
899,135047,72038,Florida,Florida Atlantic University,B/C,937,lv,10/24/2020,10/25/2020,50.16,48.13
900,135318,72157,South Carolina,East Carolina University,B/C,763,lv,10/24/2020,10/25/2020,44.3,52.03
901,135721,72337,Pennsylvania,Trafalgar Group,C-,1076,lv,10/24/2020,10/25/2020,47.6,48.4
902,135722,72338,Wisconsin,Trafalgar Group,C-,1082,lv,10/24/2020,10/25/2020,47.5,47.1
903,135723,72339,Minnesota,Trafalgar Group,C-,1065,lv,10/24/2020,10/25/2020,48,44.8
904,136593,72795,Florida,Wick,,1000,lv,10/24/2020,10/25/2020,47.2,50.1
905,136594,72796,North Carolina,Wick,,1000,lv,10/24/2020,10/25/2020,47.2,49.4
906,136595,72797,Ohio,Wick,,1000,lv,10/24/2020,10/25/2020,46.5,49.4
907,136596,72798,Georgia,Wick,,1000,lv,10/24/2020,10/25/2020,46.9,49.4
908,136597,72799,Pennsylvania,Wick,,1000,lv,10/24/2020,10/25/2020,46.9,49
909,136598,72800,Michigan,Wick,,1000,lv,10/24/2020,10/25/2020,48.4,48.1
910,135079,72050,Florida,Susquehanna Polling & Research Inc.,C,400,lv,10/23/2020,10/25/2020,44,48.5
911,135106,72065,Michigan,Glengariff Group,B/C,600,lv,10/23/2020,10/25/2020,49.3,41.6
912,134885,71957,Texas,Data for Progress,B-,1018,lv,10/22/2020,10/25/2020,49,48
913,135085,72055,Arizona,OH Predictive Insights,B/C,716,lv,10/22/2020,10/25/2020,49,46
914,135268,72139,North Carolina,Harper Polling,B/C,504,lv,10/22/2020,10/25/2020,47,46
915,135336,72161,Arizona,The Justice Collaborative Institute,,1007,rv,10/22/2020,10/25/2020,49,43
916,135127,72076,Maine,Colby College,,879,lv,10/21/2020,10/25/2020,51,38
917,135295,72151,Wisconsin,Marquette University Law School,A/B,749,lv,10/21/2020,10/25/2020,48,43
918,135296,72151,Wisconsin,Marquette University Law School,A/B,806,rv,10/21/2020,10/25/2020,47,43
919,134907,71967,Texas,Siena College/The New York Times Upshot,A+,802,lv,10/20/2020,10/25/2020,43,47
920,135121,72074,Michigan,ABC News/The Washington Post,A+,902,rv,10/20/2020,10/25/2020,49,44
921,135122,72074,Michigan,ABC News/The Washington Post,A+,789,lv,10/20/2020,10/25/2020,51,44
922,135123,72075,Wisconsin,ABC News/The Washington Post,A+,906,rv,10/20/2020,10/25/2020,56,39
923,135124,72075,Wisconsin,ABC News/The Washington Post,A+,809,lv,10/20/2020,10/25/2020,57,40
924,135367,72172,Pennsylvania,Franklin & Marshall College,B/C,558,lv,10/19/2020,10/25/2020,50,44
925,135274,72147,Arizona,Univision/University of Arizona/Latino Decisions/North Star Opinion Research,,725,rv,10/17/2020,10/25/2020,50,45
926,135275,72148,Florida,Univision/Latino Decisions/North Star Opinion Research,,743,rv,10/17/2020,10/25/2020,49,46
927,135276,72149,Texas,Univision/Latino Decisions/North Star Opinion Research,,758,rv,10/17/2020,10/25/2020,46,49
928,135277,72150,Pennsylvania,Univision/Latino Decisions/North Star Opinion Research,,723,rv,10/17/2020,10/25/2020,50,45
929,134929,71978,Wyoming,SurveyMonkey,D-,654,rv,9/28/2020,10/25/2020,31,67
930,134981,71978,Wyoming,SurveyMonkey,D-,654,lv,9/28/2020,10/25/2020,31,67
931,134930,71979,West Virginia,SurveyMonkey,D-,1271,rv,9/28/2020,10/25/2020,33,65
932,134982,71979,West Virginia,SurveyMonkey,D-,1271,lv,9/28/2020,10/25/2020,33,66
933,134933,71982,Vermont,SurveyMonkey,D-,1002,rv,9/28/2020,10/25/2020,66,31
934,134985,71982,Vermont,SurveyMonkey,D-,1002,lv,9/28/2020,10/25/2020,67,30
935,134934,71983,Virginia,SurveyMonkey,D-,6849,rv,9/28/2020,10/25/2020,56,41
936,134986,71983,Virginia,SurveyMonkey,D-,6849,lv,9/28/2020,10/25/2020,55,43
937,134938,71987,South Dakota,SurveyMonkey,D-,964,rv,9/28/2020,10/25/2020,43,54
938,134990,71987,South Dakota,SurveyMonkey,D-,964,lv,9/28/2020,10/25/2020,43,55
939,134941,71990,Pennsylvania,SurveyMonkey,D-,9986,rv,9/28/2020,10/25/2020,52,45
940,134993,71990,Pennsylvania,SurveyMonkey,D-,9986,lv,9/28/2020,10/25/2020,52,46
941,134942,71991,Oregon,SurveyMonkey,D-,4932,rv,9/28/2020,10/25/2020,60,38
942,134994,71991,Oregon,SurveyMonkey,D-,4932,lv,9/28/2020,10/25/2020,61,37
943,134943,71992,Oklahoma,SurveyMonkey,D-,2790,rv,9/28/2020,10/25/2020,41,57
